TweetID,TweetText,TweetDate,TweetTimeIST,WeekdayName,IsWeekday,TweetCharacterCount,TweetWordCount,Impressions,Likes,Replies,Retweets,UserProfileClicks,HashtagClicks,URLClicks,TotalClicks,Engagements,EngagementRate,MediaEngagements,MediaViews,UserName,IsOddDate,EvenImpressions,HourIST
560,Sample tweet content number 560,2024-04-18,02:54:00,Thursday,True,131,52,8985,14,82,111,19,24,0,43,250,2.78,84,445,User_54,False,False,2
561,Sample tweet content number 561,2024-04-06,19:20:00,Saturday,False,29,13,2798,161,43,134,31,7,8,46,384,13.72,84,224,User_5,False,True,19
562,Sample tweet content number 562,2024-02-20,13:41:00,Tuesday,True,200,80,8468,112,23,143,29,3,16,48,326,3.85,87,850,User_3,False,True,13
563,Sample tweet content number 563,2024-04-30,14:28:00,Tuesday,True,106,42,2011,2,59,54,47,21,22,90,205,10.19,51,853,User_22,False,False,14
564,Sample tweet content number 564,2024-02-17,22:02:00,Saturday,False,161,33,4091,199,28,131,4,4,14,22,380,9.29,69,566,User_2,True,False,22
565,Sample tweet content number 565,2024-04-16,05:08:00,Tuesday,True,201,37,6369,33,79,1,24,26,29,79,192,3.01,99,178,User_77,False,False,5
566,Sample tweet content number 566,2024-01-22,20:03:00,Monday,True,239,18,9168,63,34,135,48,11,39,98,330,3.6,76,579,User_68,False,True,20
567,Sample tweet content number 567,2024-03-26,02:50:00,Tuesday,True,235,14,3064,156,98,76,22,18,23,63,393,12.83,34,661,User_90,False,True,2
568,Sample tweet content number 568,2024-04-18,11:18:00,Thursday,True,114,30,362,35,100,123,12,1,13,26,284,78.45,32,532,User_2,False,True,11
569,Sample tweet content number 569,2024-04-16,15:58:00,Tuesday,True,70,14,8571,158,30,24,39,11,23,73,285,3.33,41,969,User_74,False,False,15
570,Sample tweet content number 570,2024-03-27,17:37:00,Wednesday,True,233,37,990,147,20,74,25,16,21,62,303,30.61,90,421,User_65,True,True,17
571,Sample tweet content number 571,2024-02-03,16:49:00,Saturday,False,263,56,6102,140,13,100,15,8,34,57,310,5.08,52,369,User_65,True,True,16
572,Sample tweet content number 572,2024-02-05,10:21:00,Monday,True,146,11,995,171,71,125,34,29,34,97,464,46.63,100,438,User_42,True,False,10
573,Sample tweet content number 573,2024-04-18,15:34:00,Thursday,True,112,63,9296,164,25,146,31,25,6,62,397,4.27,68,990,User_71,False,True,15
574,Sample tweet content number 574,2024-04-10,11:52:00,Wednesday,True,154,22,6818,147,67,120,50,24,28,102,436,6.39,91,859,User_95,False,True,11
575,Sample tweet content number 575,2024-03-01,12:28:00,Friday,True,102,37,6775,175,54,144,33,1,7,41,414,6.11,82,304,User_2,True,False,12
576,Sample tweet content number 576,2024-04-10,13:37:00,Wednesday,True,234,62,846,139,53,31,29,15,9,53,276,32.62,65,881,User_91,False,True,13
577,Sample tweet content number 577,2024-04-20,00:14:00,Saturday,False,88,15,1513,36,5,13,46,1,10,57,111,7.34,54,710,User_47,False,False,0
578,Sample tweet content number 578,2024-04-16,21:50:00,Tuesday,True,260,49,8985,23,57,118,12,19,25,56,254,2.83,99,242,User_96,False,False,21
579,Sample tweet content number 579,2024-01-24,20:13:00,Wednesday,True,68,45,8694,25,51,0,26,6,0,32,108,1.24,28,609,User_68,False,True,20
580,Sample tweet content number 580,2024-04-09,11:55:00,Tuesday,True,52,78,2653,178,86,50,28,26,29,83,397,14.96,18,173,User_20,True,False,11
581,Sample tweet content number 581,2024-02-19,15:26:00,Monday,True,135,34,3818,148,13,7,44,26,25,95,263,6.89,17,729,User_63,True,True,15
582,Sample tweet content number 582,2024-01-02,15:36:00,Tuesday,True,107,44,7762,96,33,145,46,26,10,82,356,4.59,55,348,User_4,False,True,15
583,Sample tweet content number 583,2024-01-24,18:10:00,Wednesday,True,62,24,5988,194,77,115,33,19,39,91,477,7.97,73,837,User_20,False,True,18
584,Sample tweet content number 584,2024-02-14,21:44:00,Wednesday,True,273,41,3276,176,78,25,16,23,18,57,336,10.26,26,314,User_63,False,True,21
585,Sample tweet content number 585,2024-02-13,17:40:00,Tuesday,True,168,33,3632,79,100,81,32,14,39,85,345,9.5,4,100,User_81,True,True,17
586,Sample tweet content number 586,2024-02-03,01:54:00,Saturday,False,68,39,8048,57,54,116,16,27,39,82,309,3.84,57,191,User_63,True,True,1
587,Sample tweet content number 587,2024-02-22,02:04:00,Thursday,True,95,19,7219,138,78,110,3,22,19,44,370,5.13,76,33,User_58,False,False,2
588,Sample tweet content number 588,2024-03-27,11:09:00,Wednesday,True,181,57,3721,94,29,71,27,7,38,72,266,7.15,73,170,User_38,True,False,11
589,Sample tweet content number 589,2024-04-10,11:23:00,Wednesday,True,64,61,9978,36,82,141,43,6,18,67,326,3.27,89,990,User_42,False,True,11
590,Sample tweet content number 590,2024-03-20,15:45:00,Wednesday,True,69,25,1883,108,96,0,33,14,3,50,254,13.49,9,22,User_78,False,False,15
591,Sample tweet content number 591,2024-04-22,20:30:00,Monday,True,234,43,8708,164,61,76,50,17,33,100,401,4.6,72,686,User_76,False,True,20
592,Sample tweet content number 592,2024-04-24,20:48:00,Wednesday,True,137,14,9013,174,18,7,35,25,10,70,269,2.98,78,993,User_58,False,False,20
593,Sample tweet content number 593,2024-02-23,12:44:00,Friday,True,172,6,935,194,91,125,16,3,33,52,462,49.41,89,529,User_20,True,False,12
594,Sample tweet content number 594,2024-04-13,11:58:00,Saturday,False,70,48,9654,75,20,115,0,26,36,62,272,2.82,68,804,User_29,True,True,11
595,Sample tweet content number 595,2024-04-12,09:20:00,Friday,True,127,26,8501,47,31,54,47,23,5,75,207,2.44,15,381,User_37,False,False,9
596,Sample tweet content number 596,2024-03-02,14:16:00,Saturday,False,39,61,5331,135,3,63,22,4,22,48,249,4.67,23,66,User_69,False,False,14
597,Sample tweet content number 597,2024-03-27,10:46:00,Wednesday,True,192,56,4412,158,51,41,33,21,4,58,308,6.98,1,390,User_14,True,True,10
598,Sample tweet content number 598,2024-01-19,10:57:00,Friday,True,257,5,4011,147,98,49,48,23,24,95,389,9.7,30,666,User_87,True,False,10
599,Sample tweet content number 599,2024-02-06,05:11:00,Tuesday,True,132,55,1797,151,51,110,22,7,33,62,374,20.81,62,515,User_85,False,False,5
600,Sample tweet content number 600,2024-02-21,12:11:00,Wednesday,True,263,62,5823,114,15,91,34,22,24,80,300,5.15,57,239,User_43,True,False,12
601,Sample tweet content number 601,2024-04-03,09:33:00,Wednesday,True,193,78,9697,165,96,119,1,23,38,62,442,4.56,62,115,User_66,True,False,9
602,Sample tweet content number 602,2024-01-08,15:44:00,Monday,True,125,72,8076,56,62,48,6,12,30,48,214,2.65,43,650,User_46,False,True,15
603,Sample tweet content number 603,2024-01-15,07:07:00,Monday,True,198,34,5057,106,48,149,15,0,0,15,318,6.29,95,797,User_84,True,False,7
604,Sample tweet content number 604,2024-02-26,17:15:00,Monday,True,250,47,7845,27,41,39,40,15,27,82,189,2.41,42,430,User_2,False,False,17
605,Sample tweet content number 605,2024-03-24,21:57:00,Sunday,False,262,33,995,75,49,1,44,25,33,102,227,22.81,97,646,User_77,False,False,21
606,Sample tweet content number 606,2024-01-05,16:25:00,Friday,True,138,60,679,4,26,38,22,3,0,25,93,13.7,96,658,User_20,True,False,16
607,Sample tweet content number 607,2024-01-15,23:59:00,Monday,True,130,33,6828,183,1,141,26,3,18,47,372,5.45,51,535,User_90,True,True,23
608,Sample tweet content number 608,2024-03-30,08:33:00,Saturday,False,34,43,8590,105,11,99,27,21,12,60,275,3.2,81,3,User_98,False,True,8
609,Sample tweet content number 609,2024-03-09,11:55:00,Saturday,False,83,14,3871,47,55,21,27,28,30,85,208,5.37,6,79,User_58,True,False,11
610,Sample tweet content number 610,2024-01-17,02:29:00,Wednesday,True,138,59,4480,127,19,132,10,25,16,51,329,7.34,72,590,User_27,True,True,2
611,Sample tweet content number 611,2024-01-29,08:45:00,Monday,True,37,69,4199,81,74,34,41,28,20,89,278,6.62,11,45,User_77,True,False,8
612,Sample tweet content number 612,2024-03-18,19:22:00,Monday,True,261,66,8543,150,12,124,0,11,3,14,300,3.51,47,439,User_42,False,False,19
613,Sample tweet content number 613,2024-02-11,07:44:00,Sunday,False,173,72,3350,156,30,74,34,28,33,95,355,10.6,76,332,User_59,True,True,7
614,Sample tweet content number 614,2024-04-15,13:48:00,Monday,True,226,45,2536,75,29,19,15,19,36,70,193,7.61,59,528,User_21,True,True,13
615,Sample tweet content number 615,2024-01-01,09:43:00,Monday,True,177,61,8842,25,88,141,33,3,39,75,329,3.72,91,933,User_30,True,True,9
616,Sample tweet content number 616,2024-04-20,12:17:00,Saturday,False,217,9,5415,175,44,90,20,15,23,58,367,6.78,85,989,User_59,False,False,12
617,Sample tweet content number 617,2024-04-15,01:05:00,Monday,True,142,35,304,37,23,98,32,27,19,78,236,77.63,13,710,User_51,True,True,1
618,Sample tweet content number 618,2024-03-09,18:40:00,Saturday,False,255,80,8896,194,32,99,10,27,14,51,376,4.23,45,625,User_55,True,True,18
619,Sample tweet content number 619,2024-04-09,17:47:00,Tuesday,True,247,69,9667,188,20,30,5,11,7,23,261,2.7,30,439,User_54,True,False,17
620,Sample tweet content number 620,2024-03-05,16:38:00,Tuesday,True,95,6,6155,144,23,52,37,6,1,44,263,4.27,96,415,User_36,True,False,16
621,Sample tweet content number 621,2024-01-07,15:16:00,Sunday,False,35,37,8613,61,81,16,48,8,34,90,248,2.88,96,501,User_61,True,False,15
622,Sample tweet content number 622,2024-02-29,14:42:00,Thursday,True,81,39,6654,1,25,119,28,28,9,65,210,3.16,80,936,User_90,True,True,14
623,Sample tweet content number 623,2024-03-02,21:25:00,Saturday,False,247,29,5104,160,60,141,8,24,1,33,394,7.72,84,662,User_83,False,True,21
624,Sample tweet content number 624,2024-03-12,10:14:00,Tuesday,True,240,59,9750,66,31,71,38,3,7,48,216,2.22,37,182,User_2,False,True,10
625,Sample tweet content number 625,2024-02-10,00:42:00,Saturday,False,180,68,1489,143,78,56,30,28,40,98,375,25.18,15,339,User_27,False,False,0
626,Sample tweet content number 626,2024-02-29,09:55:00,Thursday,True,152,73,4996,145,43,56,34,21,40,95,339,6.79,72,693,User_30,True,True,9
627,Sample tweet content number 627,2024-03-03,13:25:00,Sunday,False,252,10,6408,20,4,32,22,11,0,33,89,1.39,70,341,User_20,True,True,13
628,Sample tweet content number 628,2024-04-03,12:14:00,Wednesday,True,277,35,3667,43,87,96,26,10,39,75,301,8.21,81,655,User_16,True,False,12
629,Sample tweet content number 629,2024-01-09,11:05:00,Tuesday,True,84,71,1629,187,29,98,11,6,18,35,349,21.42,100,129,User_34,True,False,11
630,Sample tweet content number 630,2024-01-29,20:05:00,Monday,True,110,52,6068,176,16,128,48,20,40,108,428,7.05,42,218,User_4,True,True,20
631,Sample tweet content number 631,2024-04-05,09:56:00,Friday,True,172,17,2146,133,78,8,10,26,19,55,274,12.77,18,950,User_62,True,True,9
632,Sample tweet content number 632,2024-02-16,03:25:00,Friday,True,51,12,3306,30,64,30,18,6,17,41,165,4.99,20,532,User_64,False,True,3
633,Sample tweet content number 633,2024-02-05,01:29:00,Monday,True,248,26,2818,181,47,59,33,2,14,49,336,11.92,77,567,User_88,True,True,1
634,Sample tweet content number 634,2024-03-13,17:55:00,Wednesday,True,199,72,9790,65,34,135,4,20,9,33,267,2.73,22,418,User_88,True,True,17
635,Sample tweet content number 635,2024-02-27,09:15:00,Tuesday,True,131,13,5011,111,60,130,44,28,23,95,396,7.9,100,260,User_47,True,False,9
636,Sample tweet content number 636,2024-04-03,04:36:00,Wednesday,True,240,72,5624,95,69,61,31,28,36,95,320,5.69,80,359,User_60,True,True,4
637,Sample tweet content number 637,2024-02-28,15:41:00,Wednesday,True,67,80,5163,169,62,86,0,23,27,50,367,7.11,48,276,User_80,False,False,15
638,Sample tweet content number 638,2024-04-13,10:50:00,Saturday,False,249,11,1194,195,82,77,49,4,15,68,422,35.34,1,391,User_93,True,True,10
639,Sample tweet content number 639,2024-01-03,16:17:00,Wednesday,True,78,43,2384,35,57,138,1,18,24,43,273,11.45,55,895,User_32,True,True,16
640,Sample tweet content number 640,2024-01-05,07:36:00,Friday,True,87,72,7926,122,70,19,48,15,40,103,314,3.96,69,977,User_55,True,True,7
641,Sample tweet content number 641,2024-04-09,22:12:00,Tuesday,True,29,63,5733,57,62,1,30,2,35,67,187,3.26,4,312,User_31,True,False,22
642,Sample tweet content number 642,2024-01-02,04:03:00,Tuesday,True,167,18,3876,68,5,74,30,26,23,79,226,5.83,92,555,User_2,False,True,4
643,Sample tweet content number 643,2024-03-12,13:52:00,Tuesday,True,34,32,3364,78,28,128,15,8,37,60,294,8.74,75,952,User_20,False,True,13
644,Sample tweet content number 644,2024-02-22,19:06:00,Thursday,True,205,77,9839,114,18,113,34,14,34,82,327,3.32,59,671,User_50,False,False,19
645,Sample tweet content number 645,2024-02-23,17:49:00,Friday,True,176,56,9910,152,49,144,17,13,27,57,402,4.06,22,140,User_51,True,True,17
646,Sample tweet content number 646,2024-01-09,18:29:00,Tuesday,True,58,51,781,22,71,125,9,13,36,58,276,35.34,49,136,User_60,True,False,18
647,Sample tweet content number 647,2024-01-28,10:34:00,Sunday,False,125,79,1695,114,19,109,15,30,23,68,310,18.29,20,23,User_82,False,False,10
648,Sample tweet content number 648,2024-02-03,16:46:00,Saturday,False,152,58,9287,167,21,147,17,11,29,57,392,4.22,83,391,User_2,True,False,16
649,Sample tweet content number 649,2024-03-22,21:00:00,Friday,True,228,64,4479,195,4,34,18,0,32,50,283,6.32,51,457,User_24,False,False,21
650,Sample tweet content number 650,2024-04-18,05:27:00,Thursday,True,276,32,5340,111,56,76,5,14,40,59,302,5.66,100,600,User_82,False,True,5
651,Sample tweet content number 651,2024-03-14,15:29:00,Thursday,True,201,23,6397,8,55,0,48,9,15,72,135,2.11,79,571,User_73,False,False,15
652,Sample tweet content number 652,2024-03-15,10:05:00,Friday,True,218,59,6663,76,43,137,49,13,34,96,352,5.28,88,573,User_66,True,False,10
653,Sample tweet content number 653,2024-03-18,12:06:00,Monday,True,262,10,8556,111,41,61,4,18,29,51,264,3.09,80,99,User_57,False,True,12
654,Sample tweet content number 654,2024-01-01,01:12:00,Monday,True,61,75,4129,27,52,142,37,15,29,81,302,7.31,43,312,User_71,True,False,1
655,Sample tweet content number 655,2024-03-30,17:22:00,Saturday,False,102,57,8801,100,34,106,30,8,5,43,283,3.22,71,104,User_2,False,False,17
656,Sample tweet content number 656,2024-04-02,17:44:00,Tuesday,True,165,70,8104,174,25,125,22,4,23,49,373,4.6,58,827,User_40,False,True,17
657,Sample tweet content number 657,2024-04-13,12:36:00,Saturday,False,102,62,256,123,87,0,34,18,2,54,264,103.12,65,218,User_2,True,True,12
658,Sample tweet content number 658,2024-01-23,14:19:00,Tuesday,True,144,19,4689,124,11,110,6,1,10,17,262,5.59,21,721,User_62,True,False,14
659,Sample tweet content number 659,2024-02-11,22:42:00,Sunday,False,237,71,1894,190,90,145,28,6,22,56,481,25.4,18,447,User_97,True,True,22
660,Sample tweet content number 660,2024-01-30,23:15:00,Tuesday,True,272,52,8546,196,97,139,37,9,19,65,497,5.82,94,400,User_24,False,True,23
661,Sample tweet content number 661,2024-02-11,00:01:00,Sunday,False,143,56,1733,187,100,120,49,14,2,65,472,27.24,73,6,User_8,True,False,0
662,Sample tweet content number 662,2024-01-30,18:42:00,Tuesday,True,264,21,2589,92,17,142,34,22,14,70,321,12.4,51,605,User_74,False,False,18
663,Sample tweet content number 663,2024-04-03,15:20:00,Wednesday,True,145,16,5964,132,75,123,22,10,29,61,391,6.56,58,349,User_99,True,True,15
664,Sample tweet content number 664,2024-01-19,12:24:00,Friday,True,88,72,9785,74,81,61,23,29,19,71,287,2.93,71,679,User_97,True,False,12
665,Sample tweet content number 665,2024-01-14,10:47:00,Sunday,False,144,10,7572,171,48,85,4,15,20,39,343,4.53,71,992,User_54,False,True,10
666,Sample tweet content number 666,2024-01-05,04:06:00,Friday,True,114,50,9612,193,96,59,15,24,40,79,427,4.44,97,787,User_16,True,True,4
667,Sample tweet content number 667,2024-01-09,07:19:00,Tuesday,True,126,23,4943,6,51,95,37,14,4,55,207,4.19,92,706,User_86,True,False,7
668,Sample tweet content number 668,2024-02-11,07:23:00,Sunday,False,248,49,131,149,65,48,41,29,37,107,369,281.68,18,260,User_17,True,False,7
669,Sample tweet content number 669,2024-01-03,19:56:00,Wednesday,True,260,58,5278,6,3,81,1,14,0,15,105,1.99,67,562,User_50,True,True,19
670,Sample tweet content number 670,2024-01-07,23:03:00,Sunday,False,23,57,2647,75,73,56,30,18,18,66,270,10.2,89,107,User_100,True,False,23
671,Sample tweet content number 671,2024-02-26,01:54:00,Monday,True,87,50,4680,25,7,140,31,1,17,49,221,4.72,8,110,User_48,False,True,1
672,Sample tweet content number 672,2024-02-26,16:49:00,Monday,True,111,46,1468,82,12,143,3,23,17,43,280,19.07,54,639,User_43,False,True,16
673,Sample tweet content number 673,2024-02-28,23:41:00,Wednesday,True,121,56,8529,72,31,30,18,9,1,28,161,1.89,88,620,User_71,False,False,23
674,Sample tweet content number 674,2024-03-06,13:41:00,Wednesday,True,236,80,5301,121,77,124,17,10,18,45,367,6.92,55,847,User_11,False,False,13
675,Sample tweet content number 675,2024-02-07,23:11:00,Wednesday,True,95,59,9805,4,38,37,50,0,0,50,129,1.32,47,719,User_22,True,False,23
676,Sample tweet content number 676,2024-04-15,01:16:00,Monday,True,171,37,4434,152,6,68,9,25,14,48,274,6.18,2,582,User_59,True,True,1
677,Sample tweet content number 677,2024-01-27,09:32:00,Saturday,False,152,71,9460,165,25,11,25,26,7,58,259,2.74,99,49,User_54,True,True,9
678,Sample tweet content number 678,2024-01-15,04:55:00,Monday,True,239,36,1474,9,97,42,22,19,35,76,224,15.2,77,346,User_90,True,True,4
679,Sample tweet content number 679,2024-04-20,20:21:00,Saturday,False,163,14,4204,12,17,16,18,19,30,67,112,2.66,64,178,User_77,False,True,20
680,Sample tweet content number 680,2024-02-12,07:41:00,Monday,True,163,47,4312,199,17,22,46,14,12,72,310,7.19,4,912,User_86,False,True,7
681,Sample tweet content number 681,2024-01-21,05:44:00,Sunday,False,173,26,6994,71,21,97,38,1,11,50,239,3.42,13,563,User_51,True,True,5
682,Sample tweet content number 682,2024-04-02,17:20:00,Tuesday,True,116,13,5010,139,96,31,21,0,20,41,307,6.13,49,61,User_96,False,True,17
683,Sample tweet content number 683,2024-04-04,07:40:00,Thursday,True,262,54,5175,87,56,149,33,6,37,76,368,7.11,89,905,User_5,False,False,7
684,Sample tweet content number 684,2024-03-10,19:37:00,Sunday,False,109,77,7398,134,57,97,29,9,22,60,348,4.7,55,367,User_69,False,True,19
685,Sample tweet content number 685,2024-01-31,21:55:00,Wednesday,True,169,10,1344,102,51,25,18,13,11,42,220,16.37,92,491,User_53,True,True,21
686,Sample tweet content number 686,2024-04-28,19:56:00,Sunday,False,49,34,4398,129,91,15,0,24,13,37,272,6.18,51,215,User_75,False,True,19
687,Sample tweet content number 687,2024-02-22,12:12:00,Thursday,True,79,68,3209,48,64,95,13,28,9,50,257,8.01,100,627,User_70,False,False,12
688,Sample tweet content number 688,2024-02-07,06:26:00,Wednesday,True,260,24,4808,141,53,51,6,8,39,53,298,6.2,35,479,User_2,True,True,6
689,Sample tweet content number 689,2024-01-09,17:01:00,Tuesday,True,116,51,4843,134,63,133,1,19,33,53,383,7.91,44,685,User_23,True,False,17
690,Sample tweet content number 690,2024-04-19,03:50:00,Friday,True,261,15,9505,19,50,144,15,8,38,61,274,2.88,8,463,User_58,True,False,3
691,Sample tweet content number 691,2024-01-15,11:42:00,Monday,True,96,61,8017,50,61,8,19,26,8,53,172,2.15,99,821,User_60,True,False,11
692,Sample tweet content number 692,2024-03-22,16:14:00,Friday,True,48,35,6152,101,87,8,37,12,4,53,249,4.05,85,66,User_7,False,True,16
693,Sample tweet content number 693,2024-04-16,22:55:00,Tuesday,True,175,36,7290,26,40,127,1,0,6,7,200,2.74,20,809,User_82,False,True,22
694,Sample tweet content number 694,2024-02-03,09:31:00,Saturday,False,156,42,9922,97,86,33,34,25,14,73,289,2.91,9,803,User_65,True,True,9
695,Sample tweet content number 695,2024-02-04,04:10:00,Sunday,False,172,24,1540,36,28,68,42,5,39,86,218,14.16,64,15,User_66,False,True,4
696,Sample tweet content number 696,2024-02-15,20:51:00,Thursday,True,64,34,2879,136,37,149,3,1,2,6,328,11.39,59,431,User_78,True,False,20
697,Sample tweet content number 697,2024-01-17,13:08:00,Wednesday,True,127,37,9453,153,37,55,5,13,27,45,290,3.07,21,124,User_33,True,False,13
698,Sample tweet content number 698,2024-04-22,19:01:00,Monday,True,70,41,2275,28,78,9,20,30,11,61,176,7.74,8,873,User_13,False,False,19
699,Sample tweet content number 699,2024-02-18,03:54:00,Sunday,False,260,70,184,108,33,15,9,11,10,30,186,101.09,65,784,User_91,False,True,3
700,Sample tweet content number 700,2024-01-13,20:19:00,Saturday,False,67,60,3320,29,22,46,8,20,17,45,142,4.28,42,676,User_3,True,True,20
701,Sample tweet content number 701,2024-03-04,03:43:00,Monday,True,96,45,1842,191,8,149,32,17,12,61,409,22.2,64,905,User_14,False,True,3
702,Sample tweet content number 702,2024-04-13,11:11:00,Saturday,False,188,25,7300,89,29,10,38,7,19,64,192,2.63,20,355,User_31,True,True,11
703,Sample tweet content number 703,2024-01-08,18:24:00,Monday,True,213,38,432,5,62,121,9,27,20,56,244,56.48,7,642,User_86,False,True,18
704,Sample tweet content number 704,2024-02-15,04:00:00,Thursday,True,243,20,4196,113,63,57,25,8,6,39,272,6.48,51,588,User_3,True,True,4
705,Sample tweet content number 705,2024-03-10,13:33:00,Sunday,False,82,42,1361,98,42,20,14,7,28,49,209,15.36,45,931,User_88,False,False,13
706,Sample tweet content number 706,2024-02-16,04:53:00,Friday,True,98,67,3031,117,82,102,38,13,1,52,353,11.65,94,67,User_93,False,False,4
707,Sample tweet content number 707,2024-01-08,01:41:00,Monday,True,214,72,8430,15,78,39,14,30,25,69,201,2.38,43,139,User_7,False,True,1
708,Sample tweet content number 708,2024-03-06,17:21:00,Wednesday,True,211,42,414,34,20,15,40,29,24,93,162,39.13,81,220,User_47,False,True,17
709,Sample tweet content number 709,2024-03-11,02:36:00,Monday,True,53,31,7567,89,53,93,43,24,24,91,326,4.31,23,800,User_1,True,False,2
710,Sample tweet content number 710,2024-02-28,00:01:00,Wednesday,True,208,28,9655,175,98,103,41,3,22,66,442,4.58,31,753,User_49,False,False,0
711,Sample tweet content number 711,2024-04-28,21:16:00,Sunday,False,258,19,437,191,18,82,35,22,5,62,353,80.78,84,1,User_45,False,False,21
712,Sample tweet content number 712,2024-03-01,10:21:00,Friday,True,92,74,6650,177,43,134,24,12,27,63,417,6.27,69,222,User_41,True,True,10
713,Sample tweet content number 713,2024-02-25,16:27:00,Sunday,False,210,27,1078,26,3,63,8,15,6,29,121,11.22,68,623,User_44,True,True,16
714,Sample tweet content number 714,2024-03-31,13:25:00,Sunday,False,29,49,2944,165,64,19,19,15,8,42,290,9.85,9,793,User_19,True,True,13
715,Sample tweet content number 715,2024-03-11,03:26:00,Monday,True,147,14,4542,78,78,41,11,27,2,40,237,5.22,13,341,User_65,True,True,3
716,Sample tweet content number 716,2024-01-11,01:32:00,Thursday,True,277,37,9770,31,56,49,18,9,8,35,171,1.75,18,360,User_29,True,True,1
717,Sample tweet content number 717,2024-02-28,21:57:00,Wednesday,True,212,43,7842,86,55,101,2,14,10,26,268,3.42,4,0,User_34,False,True,21
718,Sample tweet content number 718,2024-01-06,12:04:00,Saturday,False,97,49,111,114,63,92,17,18,37,72,341,307.21,61,560,User_51,False,False,12
719,Sample tweet content number 719,2024-02-12,11:30:00,Monday,True,226,38,8325,52,61,146,21,23,29,73,332,3.99,4,279,User_54,False,False,11
720,Sample tweet content number 720,2024-01-11,00:01:00,Thursday,True,108,72,9205,54,48,39,38,14,21,73,214,2.32,56,267,User_60,True,False,0
721,Sample tweet content number 721,2024-03-28,20:28:00,Thursday,True,68,28,3893,37,32,123,22,19,10,51,243,6.24,60,328,User_6,False,False,20
722,Sample tweet content number 722,2024-03-27,02:46:00,Wednesday,True,132,58,6139,97,62,62,28,26,16,70,291,4.74,71,494,User_74,True,False,2
723,Sample tweet content number 723,2024-02-06,19:03:00,Tuesday,True,112,10,2595,177,8,17,0,4,13,17,219,8.44,47,464,User_12,False,False,19
724,Sample tweet content number 724,2024-01-10,02:52:00,Wednesday,True,147,14,978,166,36,83,9,29,17,55,340,34.76,6,16,User_33,False,True,2
725,Sample tweet content number 725,2024-02-11,06:33:00,Sunday,False,98,44,6112,73,86,97,45,15,14,74,330,5.4,53,182,User_52,True,True,6
726,Sample tweet content number 726,2024-03-20,16:50:00,Wednesday,True,196,44,9464,119,98,72,32,4,14,50,339,3.58,57,757,User_80,False,True,16
727,Sample tweet content number 727,2024-01-12,15:54:00,Friday,True,165,17,344,178,56,61,6,19,14,39,334,97.09,40,121,User_45,False,True,15
728,Sample tweet content number 728,2024-03-19,10:11:00,Tuesday,True,146,60,4256,63,38,0,13,10,27,50,151,3.55,15,762,User_12,True,True,10
729,Sample tweet content number 729,2024-03-16,18:32:00,Saturday,False,65,48,1315,62,82,72,3,22,36,61,277,21.06,6,321,User_8,False,False,18
730,Sample tweet content number 730,2024-01-28,20:20:00,Sunday,False,109,70,608,143,45,96,36,0,27,63,347,57.07,52,268,User_87,False,True,20
731,Sample tweet content number 731,2024-03-14,17:25:00,Thursday,True,125,44,3968,103,59,114,29,28,19,76,352,8.87,42,96,User_68,False,True,17
732,Sample tweet content number 732,2024-02-02,03:18:00,Friday,True,91,44,953,77,86,31,17,5,30,52,246,25.81,24,640,User_75,False,False,3
733,Sample tweet content number 733,2024-01-26,06:02:00,Friday,True,197,15,1618,50,19,61,20,18,27,65,195,12.05,87,451,User_47,False,True,6
734,Sample tweet content number 734,2024-02-23,14:50:00,Friday,True,253,68,7025,174,58,92,4,30,24,58,382,5.44,28,537,User_84,True,False,14
735,Sample tweet content number 735,2024-04-01,23:33:00,Monday,True,229,52,7916,122,43,47,42,10,17,69,281,3.55,48,960,User_47,True,True,23
736,Sample tweet content number 736,2024-04-15,03:48:00,Monday,True,142,74,9599,159,80,123,7,17,21,45,407,4.24,68,814,User_26,True,False,3
737,Sample tweet content number 737,2024-01-12,20:42:00,Friday,True,259,27,8945,109,98,146,43,17,14,74,427,4.77,58,110,User_30,False,False,20
738,Sample tweet content number 738,2024-01-24,13:17:00,Wednesday,True,98,42,6650,10,47,47,12,15,12,39,143,2.15,25,45,User_6,False,True,13
739,Sample tweet content number 739,2024-03-14,12:55:00,Thursday,True,211,78,1432,86,28,135,15,30,30,75,324,22.63,86,23,User_63,False,True,12
740,Sample tweet content number 740,2024-01-07,11:57:00,Sunday,False,75,64,7826,71,5,49,43,17,4,64,189,2.42,21,445,User_61,True,True,11
741,Sample tweet content number 741,2024-04-24,09:52:00,Wednesday,True,100,69,9988,192,38,122,0,14,16,30,382,3.82,28,756,User_37,False,True,9
742,Sample tweet content number 742,2024-01-04,02:35:00,Thursday,True,104,20,5045,26,83,92,44,16,14,74,275,5.45,82,458,User_96,False,False,2
743,Sample tweet content number 743,2024-03-23,12:27:00,Saturday,False,240,40,881,1,35,17,16,5,26,47,100,11.35,0,748,User_45,True,False,12
744,Sample tweet content number 744,2024-01-31,11:48:00,Wednesday,True,143,47,675,138,68,21,36,0,38,74,301,44.59,92,341,User_96,True,False,11
745,Sample tweet content number 745,2024-03-02,18:44:00,Saturday,False,65,62,2349,6,35,56,24,0,40,64,161,6.85,30,558,User_15,False,False,18
746,Sample tweet content number 746,2024-03-31,15:16:00,Sunday,False,113,80,2497,90,87,101,5,20,14,39,317,12.7,35,46,User_33,True,False,15
